1899 13838
343 938 4.0
343 954 1.0
343 1209 1.0
343 1453 1.0
344 5 4.0
344 15 3.0
344 36 1.0
344 39 11.0
344 50 4.0
344 53 4.0
344 59 2.0
344 63 8.0
344 65 5.0
344 66 5.0
344 68 3.0
344 75 1.0
344 77 8.0
344 84 6.0
344 88 1.0
344 90 3.0
344 91 3.0
344 98 2.0
344 101 2.0
344 103 3.0
344 104 1.0
344 139 1.0
344 196 3.0
344 198 2.0
344 200 7.0
344 205 12.0
344 215 3.0
344 223 1.0
344 227 10.0
344 236 2.0
344 243 2.0
344 244 2.0
344 258 1.0
344 263 1.0
344 270 2.0
344 278 1.0
344 293 2.0
344 345 2.0
344 354 1.0
344 445 10.0
344 453 1.0
344 463 3.0
344 468 2.0
344 519 1.0
344 575 15.0
344 580 3.0
344 581 3.0
344 582 3.0
344 583 2.0
344 637 4.0
344 638 1.0
344 641 2.0
344 693 2.0
344 712 1.0
344 713 1.0
344 715 3.0
344 719 4.0
344 725 1.0
344 732 1.0
344 760 4.0
344 761 2.0
344 778 9.0
344 797 2.0
344 801 1.0
344 806 2.0
344 819 2.0
344 852 1.0
344 865 1.0
344 868 3.0
344 869 5.0
344 961 2.0
344 977 1.0
344 1067 1.0
344 1077 3.0
344 1079 1.0
344 1111 2.0
344 1117 1.0
344 1162 3.0
344 1164 1.0
344 1177 1.0
344 1192 3.0
344 1287 3.0
344 1332 1.0
344 1342 1.0
344 1351 1.0
344 1355 2.0
344 1364 1.0
344 1366 1.0
344 1368 2.0
344 1410 2.0
344 1463 7.0
344 1476 1.0
344 1530 1.0
344 1543 1.0
344 1639 3.0
344 1657 1.0
344 1658 1.0
344 1659 1.0
344 1660 1.0
344 1665 1.0
345 331 1.0
345 636 6.0
346 39 13.0
346 66 4.0
346 68 6.0
346 77 21.0
346 84 4.0
346 225 1.0
346 337 1.0
346 719 1.0
346 766 1.0
346 914 4.0
346 1171 1.0
346 1287 5.0
347 44 28.0
347 63 5.0
347 65 2.0
347 66 7.0
347 71 1.0
347 90 2.0
347 100 3.0
347 104 2.0
347 205 3.0
347 216 5.0
347 245 2.0
347 348 1.0
347 445 5.0
347 463 4.0
347 468 2.0
347 719 4.0
347 732 2.0
347 760 7.0
347 796 3.0
347 852 1.0
347 914 4.0
347 1215 1.0
347 1287 2.0
347 1366 2.0
347 1677 1.0
349 36 10.0
349 103 12.0
349 215 2.0
349 270 1.0
349 760 3.0
349 1431 6.0
350 460 2.0
350 903 1.0
351 263 2.0
351 310 1.0
351 471 6.0
351 725 2.0
351 889 1.0
351 1332 3.0
352 36 2.0
352 71 2.0
352 77 4.0
352 95 8.0
352 112 1.0
352 326 2.0
352 445 1.0
352 717 2.0
352 719 1.0
352 962 14.0
352 1002 23.0
352 1015 2.0
352 1018 1.0
352 1111 2.0
352 1209 12.0
352 1254 3.0
352 1343 19.0
354 9 2.0
354 58 1.0
354 232 1.0
354 274 2.0
354 285 3.0
354 312 4.0
354 330 2.0
354 448 1.0
354 478 1.0
354 574 1.0
354 647 5.0
354 651 1.0
354 697 3.0
354 979 7.0
354 1483 2.0
354 1563 1.0
354 1711 1.0
355 5 3.0
355 50 5.0
355 71 1.0
355 77 2.0
355 95 1.0
355 101 1.0
355 103 2.0
355 104 1.0
355 205 5.0
355 211 1.0
355 233 7.0
355 244 1.0
355 263 1.0
355 310 1.0
355 336 1.0
355 340 2.0
355 462 2.0
355 641 1.0
355 691 2.0
355 699 1.0
355 713 3.0
355 719 5.0
355 868 3.0
355 905 5.0
355 962 2.0
355 1009 1.0
355 1036 1.0
355 1037 1.0
355 1111 2.0
355 1145 1.0
355 1356 1.0
355 1406 4.0
355 1673 3.0
357 9 1.0
357 36 2.0
357 50 1.0
357 244 3.0
357 463 1.0
357 582 1.0
357 1162 1.0
358 39 5.0
358 84 3.0
358 270 7.0
358 641 1.0
358 719 1.0
358 1116 1.0
359 5 6.0
359 39 3.0
359 44 4.0
359 50 3.0
359 77 4.0
359 201 5.0
359 205 2.0
359 270 13.0
359 445 5.0
359 580 1.0
359 868 2.0
359 1009 1.0
359 1513 2.0
359 1725 1.0
360 75 1.0
361 39 1.0
361 55 2.0
361 59 2.0
361 463 2.0
361 481 1.0
361 641 2.0
362 129 1.0
362 134 1.0
362 209 1.0
362 274 2.0
362 308 3.0
362 331 5.0
362 344 1.0
362 460 1.0
362 461 2.0
362 536 6.0
362 638 1.0
362 645 3.0
362 779 1.0
362 810 2.0
362 951 1.0
362 1119 3.0
362 1208 2.0
362 1293 1.0
363 82 19.0
363 107 3.0
363 233 1.0
363 254 9.0
363 280 8.0
364 11 1.0
364 45 27.0
364 203 2.0
364 237 13.0
364 270 9.0
364 583 20.0
364 772 1.0
364 809 1.0
364 1156 1.0
365 7 3.0
365 59 2.0
365 77 2.0
365 87 3.0
365 88 1.0
365 819 1.0
365 1464 2.0
365 1601 1.0
366 7 6.0
366 36 3.0
366 170 1.0
366 399 1.0
366 401 1.0
366 519 1.0
366 905 1.0
366 1321 1.0
366 1753 1.0
367 36 5.0
367 50 10.0
367 65 1.0
367 71 8.0
367 100 5.0
367 103 12.0
367 119 1.0
367 134 3.0
367 155 2.0
367 236 4.0
367 244 2.0
367 246 4.0
367 332 5.0
367 362 1.0
367 445 3.0
367 587 2.0
367 599 2.0
367 638 2.0
367 652 13.0
367 725 2.0
367 788 1.0
367 813 1.0
367 868 6.0
367 908 1.0
367 918 1.0
367 960 3.0
367 1015 1.0
367 1021 5.0
367 1511 1.0
368 82 4.0
368 280 7.0
368 963 1.0
369 5 3.0
369 36 6.0
369 50 7.0
369 205 2.0
369 354 4.0
369 586 7.0
369 656 2.0
369 814 3.0
369 918 3.0
369 962 6.0
369 1143 1.0
369 1406 2.0
370 138 2.0
370 205 1.0
370 462 12.0
370 719 1.0
370 905 5.0
370 1009 1.0
370 1431 1.0
371 36 10.0
371 50 4.0
371 65 4.0
371 72 1.0
371 93 3.0
371 98 2.0
371 205 2.0
371 233 5.0
371 237 2.0
371 338 1.0
371 445 2.0
371 587 7.0
371 624 1.0
371 717 1.0
371 726 6.0
371 918 3.0
371 1039 2.0
371 1156 3.0
371 1209 3.0
371 1215 2.0
371 1529 4.0
371 1740 1.0
372 576 2.0
375 36 1.0
375 278 1.0
375 1233 1.0
375 1681 1.0
375 1744 1.0
376 656 1.0
377 5 7.0
377 7 11.0
377 15 1.0
377 36 9.0
377 39 8.0
377 50 2.0
377 59 2.0
377 62 5.0
377 65 5.0
377 69 3.0
377 90 4.0
377 111 3.0
377 132 4.0
377 133 5.0
377 136 20.0
377 145 3.0
377 150 6.0
377 200 6.0
377 254 11.0
377 270 4.0
377 293 2.0
377 354 1.0
377 482 2.0
377 528 1.0
377 575 12.0
377 596 5.0
377 637 1.0
377 641 1.0
377 719 2.0
377 918 16.0
377 1004 1.0
377 1053 2.0
377 1165 20.0
377 1166 1.0
377 1280 3.0
377 1376 1.0
377 1406 4.0
377 1513 3.0
378 962 1.0
379 36 4.0
379 359 2.0
380 58 2.0
380 116 2.0
380 237 2.0
380 244 2.0
381 7 2.0
381 18 11.0
381 36 4.0
381 65 5.0
381 77 1.0
381 111 1.0
381 114 32.0
381 116 1.0
381 140 1.0
381 145 7.0
381 196 13.0
381 246 8.0
381 354 1.0
381 445 5.0
381 462 5.0
381 576 1.0
381 641 1.0
381 719 1.0
381 722 1.0
381 887 1.0
381 906 2.0
381 918 1.0
381 926 1.0
381 927 1.0
381 960 2.0
381 962 17.0
381 1008 3.0
381 1183 1.0
381 1335 3.0
381 1591 1.0
381 1596 1.0
382 7 3.0
382 36 16.0
382 50 3.0
382 726 2.0
383 7 1.0
383 26 3.0
383 28 16.0
383 36 30.0
383 63 1.0
383 93 13.0
383 156 11.0
383 233 12.0
383 254 19.0
383 270 9.0
383 445 3.0
383 586 1.0
383 595 1.0
383 652 4.0
383 800 3.0
383 1009 1.0
383 1426 25.0
384 60 1.0
384 359 5.0
384 822 1.0
385 28 2.0
385 38 1.0
385 87 3.0
385 305 1.0
385 335 2.0
385 344 1.0
385 377 8.0
385 383 6.0
385 432 1.0
385 493 4.0
385 536 2.0
385 538 1.0
385 547 1.0
385 573 1.0
385 627 3.0
385 636 2.0
385 818 3.0
385 1000 1.0
385 1151 1.0
385 1264 1.0
385 1277 1.0
385 1384 1.0
385 1415 3.0
385 1511 1.0
385 1532 1.0
386 36 7.0
386 49 1.0
386 50 5.0
386 66 3.0
386 68 1.0
386 133 2.0
386 145 4.0
386 215 6.0
386 225 7.0
386 237 13.0
386 242 1.0
386 270 4.0
386 293 1.0
386 519 2.0
386 652 1.0
386 653 1.0
386 876 1.0
386 911 3.0
386 918 24.0
386 945 2.0
386 954 1.0
386 1021 5.0
386 1165 1.0
386 1337 1.0
386 1483 1.0
386 1808 1.0
387 160 1.0
387 377 4.0
387 385 3.0
387 655 1.0
387 813 3.0
388 36 4.0
388 71 2.0
388 75 6.0
388 196 2.0
388 225 2.0
388 242 5.0
388 471 4.0
388 500 2.0
388 593 2.0
388 631 2.0
388 635 6.0
388 717 2.0
388 814 5.0
388 833 1.0
388 928 47.0
388 950 4.0
388 1406 6.0
389 1530 1.0
390 28 12.0
390 36 4.0
390 50 1.0
390 98 2.0
390 114 2.0
390 156 5.0
390 163 3.0
390 242 2.0
390 254 17.0
390 270 5.0
390 354 1.0
390 383 15.0
390 868 6.0
390 905 4.0
391 119 4.0
391 130 1.0
391 480 2.0
392 5 4.0
392 7 1.0
392 44 12.0
392 50 13.0
392 61 6.0
392 65 9.0
392 77 13.0
392 84 1.0
392 88 1.0
392 100 2.0
392 104 1.0
392 121 8.0
392 127 1.0
392 143 1.0
392 145 2.0
392 200 5.0
392 205 2.0
392 212 1.0
392 216 2.0
392 225 2.0
392 237 14.0
392 244 2.0
392 362 3.0
392 463 1.0
392 494 1.0
392 498 6.0
392 576 1.0
392 599 1.0
392 605 1.0
392 641 1.0
392 731 2.0
392 774 2.0
392 787 12.0
392 791 1.0
392 797 4.0
392 814 3.0
392 868 1.0
392 905 1.0
392 906 1.0
392 910 2.0
392 927 2.0
392 960 5.0
392 1005 1.0
392 1038 1.0
392 1039 4.0
392 1119 3.0
392 1198 2.0
392 1279 1.0
392 1371 1.0
392 1406 7.0
392 1433 11.0
392 1474 1.0
392 1513 1.0
392 1518 3.0
392 1632 1.0
393 1004 1.0
393 1066 1.0
393 1363 1.0
394 39 2.0
394 55 11.0
394 205 1.0
394 576 1.0
394 596 6.0
394 918 7.0
394 1009 3.0
394 1441 1.0
394 1472 1.0
395 28 15.0
395 38 1.0
395 52 2.0
395 86 1.0
395 88 1.0
395 127 1.0
395 128 1.0
395 132 1.0
395 135 2.0
395 163 3.0
395 231 2.0
395 354 3.0
395 383 3.0
395 390 6.0
395 443 3.0
395 462 2.0
395 498 2.0
395 509 6.0
395 621 33.0
395 954 2.0
395 962 7.0
395 1156 1.0
395 1185 1.0
395 1277 3.0
395 1306 1.0
396 50 2.0
396 145 6.0
396 366 1.0
396 397 1.0
396 1145 1.0
396 1170 5.0
400 75 1.0
400 868 5.0
402 36 2.0
402 903 4.0
403 7 1.0
403 52 4.0
403 65 6.0
403 71 1.0
403 77 1.0
403 84 11.0
403 103 1.0
403 293 5.0
403 601 1.0
403 637 8.0
403 651 1.0
403 775 2.0
403 787 1.0
403 889 1.0
403 978 1.0
403 1079 3.0
403 1117 1.0
403 1165 12.0
403 1294 3.0
403 1555 2.0
403 1596 2.0
404 7 5.0
404 102 2.0
404 173 1.0
404 237 3.0
404 354 3.0
404 367 2.0
404 727 1.0
404 811 1.0
404 911 2.0
405 28 18.0
405 36 2.0
405 254 2.0
405 371 1.0
405 385 10.0
405 716 3.0
405 979 3.0
405 1205 1.0
405 1851 1.0
405 1852 4.0
407 349 1.0
407 393 1.0
407 945 3.0
407 1431 2.0
407 1582 1.0
408 5 1.0
408 36 8.0
408 52 2.0
408 65 7.0
408 77 4.0
408 146 1.0
408 165 3.0
408 176 1.0
408 249 2.0
408 405 4.0
408 599 3.0
408 635 1.0
408 665 1.0
408 789 3.0
408 833 8.0
408 868 3.0
408 911 1.0
410 7 1.0
412 18 7.0
412 24 2.0
412 36 7.0
412 50 75.0
412 52 2.0
412 59 1.0
412 61 4.0
412 62 7.0
412 65 1.0
412 75 1.0
412 77 2.0
412 82 1.0
412 102 1.0
412 105 1.0
412 121 26.0
412 133 5.0
412 156 5.0
412 161 1.0
412 164 4.0
412 196 9.0
412 215 1.0
412 233 7.0
412 242 14.0
412 254 8.0
412 383 2.0
412 385 2.0
412 457 88.0
412 471 4.0
412 582 1.0
412 586 19.0
412 595 4.0
412 633 3.0
412 652 1.0
412 656 2.0
412 670 1.0
412 672 6.0
412 703 1.0
412 767 1.0
412 786 1.0
412 787 1.0
412 850 2.0
412 868 23.0
412 872 1.0
412 891 3.0
412 905 5.0
412 918 2.0
412 950 2.0
412 958 1.0
412 962 7.0
412 1009 2.0
412 1021 18.0
412 1028 1.0
412 1105 6.0
412 1145 95.0
412 1185 4.0
412 1201 5.0
412 1202 2.0
412 1205 2.0
412 1209 1.0
412 1384 3.0
412 1393 2.0
412 1406 8.0
412 1420 2.0
412 1475 1.0
412 1551 8.0
412 1593 1.0
412 1871 1.0
413 36 2.0
413 1165 2.0
415 71 1.0
415 132 9.0
415 868 1.0
415 918 1.0
415 1186 2.0
415 1214 1.0
416 5 3.0
416 36 3.0
416 340 8.0
416 497 3.0
416 499 11.0
416 980 5.0
416 1091 2.0
416 1418 1.0
418 24 2.0
418 36 9.0
418 50 11.0
418 61 6.0
418 65 15.0
418 75 4.0
418 156 4.0
418 200 2.0
418 242 3.0
418 254 8.0
418 270 1.0
418 448 2.0
418 457 10.0
418 582 1.0
418 586 3.0
418 587 2.0
418 588 2.0
418 591 8.0
418 595 13.0
418 633 2.0
418 637 2.0
418 713 3.0
418 774 1.0
418 833 2.0
418 905 5.0
418 934 3.0
418 988 3.0
418 1165 1.0
418 1185 1.0
418 1186 1.0
418 1209 2.0
418 1214 1.0
418 1384 1.0
418 1406 6.0
418 1475 3.0
419 197 2.0
419 558 3.0
419 575 1.0
419 954 5.0
420 5 1.0
420 29 1.0
420 36 9.0
420 47 2.0
420 53 1.0
420 63 4.0
420 65 4.0
420 84 4.0
420 88 1.0
420 136 3.0
420 145 3.0
420 295 1.0
420 345 7.0
420 369 2.0
420 497 5.0
420 623 1.0
420 634 2.0
420 650 2.0
420 731 1.0
420 887 10.0
420 908 4.0
420 954 12.0
420 1028 2.0
420 1165 10.0
420 1214 11.0
420 1280 3.0
420 1300 5.0
420 1325 11.0
420 1363 2.0
420 1482 1.0
420 1537 2.0
420 1873 1.0
421 18 4.0
421 36 1.0
421 65 4.0
421 127 2.0
421 133 2.0
421 198 1.0
421 216 1.0
421 244 2.0
421 351 1.0
421 471 7.0
421 588 1.0
421 599 1.0
421 621 11.0
421 932 3.0
421 958 2.0
421 966 2.0
421 1021 2.0
421 1186 1.0
421 1377 3.0
421 1586 3.0
424 1722 1.0
429 5 3.0
429 7 1.0
429 36 8.0
430 16 6.0
431 75 4.0
431 244 1.0
431 591 1.0
431 718 1.0
431 1150 1.0
431 1260 1.0
431 1454 1.0
432 36 1.0
436 254 3.0
437 5 2.0
437 36 5.0
437 50 5.0
437 250 10.0
437 270 2.0
437 354 2.0
437 385 10.0
437 412 12.0
437 448 1.0
437 457 14.0
437 674 2.0
437 891 1.0
437 1185 3.0
437 1529 2.0
438 36 3.0
438 90 4.0
438 103 4.0
438 868 3.0
438 1387 2.0
438 1484 1.0
438 1516 4.0
439 252 3.0
442 41 1.0
444 5 3.0
444 43 1.0
444 48 1.0
444 61 1.0
444 194 6.0
444 196 3.0
444 200 1.0
444 235 2.0
444 795 1.0
444 865 4.0
444 868 5.0
444 1062 2.0
444 1063 1.0
444 1064 1.0
445 4 5.0
445 8 2.0
445 9 3.0
445 12 4.0
445 24 4.0
445 41 5.0
445 43 3.0
445 45 17.0
445 57 3.0
445 60 1.0
445 76 2.0
445 105 1.0
445 106 1.0
445 108 1.0
445 109 2.0
445 129 2.0
445 170 1.0
445 174 1.0
445 178 2.0
445 204 6.0
445 207 1.0
445 213 1.0
445 219 1.0
445 232 1.0
445 248 3.0
445 260 1.0
445 266 5.0
445 267 2.0
445 268 1.0
445 273 2.0
445 274 2.0
445 275 9.0
445 278 1.0
445 282 1.0
445 287 1.0
445 290 9.0
445 291 3.0
445 292 1.0
445 295 1.0
445 299 2.0
445 305 4.0
445 309 3.0
445 310 1.0
445 312 5.0
445 315 1.0
445 318 1.0
445 321 2.0
445 323 1.0
445 324 1.0
445 325 2.0
445 327 1.0
445 342 1.0
445 350 1.0
445 357 2.0
445 361 1.0
445 370 1.0
445 377 1.0
445 382 1.0
445 387 1.0
445 388 1.0
445 417 1.0
445 419 2.0
445 441 4.0
445 447 5.0
445 450 9.0
445 455 2.0
445 459 1.0
445 460 1.0
445 465 1.0
445 474 2.0
445 478 1.0
445 481 1.0
445 508 1.0
445 509 1.0
445 514 1.0
445 515 8.0
445 517 1.0
445 519 1.0
445 520 7.0
445 521 2.0
445 534 3.0
445 540 1.0
445 542 1.0
445 543 1.0
445 552 1.0
445 574 24.0
445 586 1.0
445 602 1.0
445 612 5.0
445 628 3.0
445 630 1.0
445 631 4.0
445 632 1.0
445 646 1.0
445 651 1.0
445 658 3.0
445 666 1.0
445 669 1.0
445 692 14.0
445 697 1.0
445 703 1.0
445 735 2.0
445 736 4.0
445 737 5.0
445 739 3.0
445 744 1.0
445 745 1.0
445 755 1.0
445 796 2.0
445 798 1.0
445 799 1.0
445 810 2.0
445 833 1.0
445 834 1.0
445 847 3.0
445 871 1.0
445 874 3.0
445 888 1.0
445 892 1.0
445 896 2.0
445 898 1.0
445 900 1.0
445 926 1.0
445 951 2.0
445 952 1.0
445 959 1.0
445 976 1.0
445 985 1.0
445 989 1.0
445 993 2.0
445 1031 2.0
445 1065 1.0
445 1080 1.0
445 1081 1.0
445 1082 1.0
445 1083 1.0
445 1084 2.0
445 1085 2.0
445 1086 2.0
445 1087 1.0
445 1089 1.0
445 1090 1.0
445 1091 1.0
445 1092 1.0
445 1094 1.0
445 1096 1.0
445 1097 1.0
445 1098 1.0
445 1099 1.0
445 1100 1.0
445 1105 10.0
445 1106 2.0
445 1107 2.0
445 1108 1.0
446 5 2.0
446 9 1.0
446 58 3.0
446 354 1.0
446 463 1.0
446 474 2.0
446 714 1.0
446 717 1.0
446 726 2.0
446 763 1.0
446 772 2.0
446 905 1.0
446 1074 1.0
446 1155 4.0
447 5 7.0
447 40 5.0
447 43 5.0
447 50 1.0
447 58 2.0
447 74 7.0
447 90 1.0
447 153 1.0
447 254 1.0
447 274 1.0
447 296 1.0
447 354 8.0
447 487 1.0
447 519 2.0
447 536 1.0
447 802 2.0
447 1016 1.0
447 1022 1.0
447 1117 1.0
447 1157 1.0
447 1158 2.0
447 1170 1.0
447 1171 4.0
448 50 1.0
448 57 4.0
448 71 2.0
448 194 2.0
448 200 6.0
448 203 1.0
448 1177 1.0
448 1178 1.0
449 5 7.0
449 82 2.0
449 94 1.0
449 103 4.0
449 194 2.0
449 215 1.0
449 236 1.0
449 246 3.0
449 254 6.0
449 270 2.0
449 445 8.0
449 760 1.0
449 787 3.0
449 795 3.0
449 868 1.0
449 889 1.0
449 909 1.0
449 1010 1.0
449 1184 1.0
450 708 1.0
450 868 4.0
451 43 2.0
451 48 2.0
451 53 1.0
451 55 3.0
451 62 6.0
451 63 22.0
451 65 1.0
451 66 3.0
451 68 5.0
451 142 1.0
451 205 14.0
451 216 1.0
451 236 1.0
451 237 2.0
451 263 3.0
451 332 2.0
451 574 3.0
451 626 13.0
451 701 3.0
451 747 2.0
451 807 2.0
451 906 1.0
451 1002 2.0
451 1066 1.0
451 1090 1.0
451 1156 13.0
451 1335 11.0
452 266 1.0
452 1395 1.0
453 72 3.0
453 218 1.0
453 263 3.0
453 479 1.0
453 868 4.0
453 958 1.0
454 58 2.0
454 293 2.0
454 309 56.0
454 717 2.0
454 869 10.0
454 914 4.0
454 954 9.0
456 4 3.0
456 7 5.0
456 45 7.0
456 53 1.0
456 77 7.0
456 278 2.0
456 445 18.0
456 519 3.0
456 534 1.0
456 646 1.0
456 753 1.0
456 796 1.0
456 874 13.0
456 1121 1.0
456 1284 1.0
456 1287 54.0
456 1343 2.0
456 1480 1.0
457 11 5.0
457 38 16.0
457 45 2.0
457 50 39.0
457 51 4.0
457 71 10.0
457 72 2.0
457 80 2.0
457 90 1.0
457 105 2.0
457 186 1.0
457 194 4.0
457 198 1.0
457 206 1.0
457 209 9.0
457 232 2.0
457 235 1.0
457 237 2.0
457 246 1.0
457 254 5.0
457 274 1.0
457 290 2.0
457 293 1.0
457 300 1.0
457 306 3.0
457 314 8.0
457 322 4.0
457 459 1.0
457 512 2.0
457 520 2.0
457 521 1.0
457 586 2.0
457 627 1.0
457 639 1.0
457 852 1.0
457 865 5.0
457 949 9.0
457 958 2.0
457 962 1.0
457 1363 2.0
457 1472 1.0
457 1483 1.0
458 18 3.0
458 445 3.0
458 719 5.0
458 1507 2.0
458 1508 1.0
459 202 7.0
460 77 4.0
460 90 4.0
460 101 1.0
460 205 4.0
460 224 1.0
460 236 2.0
460 310 1.0
460 451 2.0
460 626 8.0
460 719 2.0
460 972 2.0
460 1015 1.0
460 1065 1.0
460 1111 11.0
460 1254 4.0
461 59 7.0
461 69 1.0
461 77 16.0
461 90 3.0
461 115 1.0
461 159 3.0
461 212 5.0
461 236 3.0
461 241 1.0
461 908 1.0
461 932 1.0
461 954 3.0
461 1002 2.0
461 1066 2.0
461 1090 1.0
461 1209 2.0
461 1278 4.0
461 1289 27.0
461 1513 3.0
462 5 1.0
462 65 4.0
462 227 3.0
462 287 3.0
462 305 1.0
462 327 1.0
462 344 2.0
462 449 1.0
462 451 1.0
462 533 6.0
462 557 3.0
462 574 8.0
462 894 1.0
463 58 5.0
463 66 3.0
463 71 2.0
463 80 2.0
463 87 2.0
463 89 5.0
463 209 10.0
463 216 13.0
463 238 1.0
463 297 10.0
463 315 1.0
463 316 3.0
463 319 1.0
463 321 4.0
463 332 2.0
463 334 2.0
463 337 1.0
463 348 1.0
463 364 1.0
463 452 2.0
463 458 2.0
463 460 7.0
463 473 2.0
463 480 1.0
463 521 6.0
463 534 3.0
463 548 1.0
463 639 3.0
463 640 1.0
463 646 2.0
463 695 1.0
463 742 2.0
463 903 2.0
463 951 2.0
463 976 1.0
463 1001 1.0
463 1089 3.0
463 1173 2.0
463 1208 2.0
463 1355 1.0
463 1382 2.0
463 1401 1.0
463 1413 1.0
463 1461 1.0
463 1594 1.0
464 40 4.0
464 218 2.0
464 224 1.0
464 236 2.0
464 460 1.0
464 583 7.0
464 626 2.0
464 960 1.0
464 972 6.0
464 1367 3.0
465 16 2.0
465 233 9.0
465 874 2.0
466 5 2.0
466 39 18.0
466 44 30.0
466 50 2.0
466 224 1.0
466 236 9.0
466 254 24.0
466 263 6.0
466 445 12.0
466 719 1.0
466 722 1.0
466 865 1.0
466 866 1.0
466 976 2.0
466 1002 25.0
466 1287 3.0
467 5 18.0
467 19 1.0
467 42 1.0
467 43 1.0
467 48 2.0
467 58 1.0
467 61 3.0
467 65 1.0
467 71 2.0
467 72 23.0
467 77 3.0
467 98 2.0
467 100 1.0
467 121 1.0
467 143 2.0
467 197 8.0
467 198 4.0
467 200 7.0
467 211 14.0
467 215 4.0
467 237 25.0
467 242 11.0
467 244 3.0
467 314 11.0
467 331 7.0
467 335 6.0
467 445 19.0
467 451 1.0
467 493 1.0
467 575 15.0
467 605 5.0
467 626 18.0
467 719 4.0
467 722 1.0
467 724 1.0
467 748 15.0
467 806 2.0
467 865 14.0
467 908 2.0
467 914 4.0
467 918 2.0
467 947 2.0
467 957 1.0
467 958 15.0
467 972 1.0
467 1002 7.0
467 1090 1.0
467 1182 1.0
467 1332 2.0
467 1335 24.0
467 1406 77.0
468 284 2.0
468 315 2.0
468 316 3.0
468 317 3.0
468 322 8.0
468 332 1.0
468 334 6.0
468 348 3.0
468 442 2.0
468 451 5.0
468 636 4.0
468 653 1.0
468 669 2.0
468 675 1.0
468 733 1.0
468 832 1.0
468 973 1.0
468 1326 1.0
468 1605 1.0
469 114 1.0
469 232 3.0
469 336 1.0
469 606 1.0
469 811 1.0
469 918 1.0
470 336 5.0
470 633 1.0
471 65 1.0
471 105 7.0
471 226 2.0
471 227 4.0
471 244 3.0
471 275 1.0
471 287 3.0
471 312 1.0
471 337 3.0
471 343 3.0
471 356 2.0
471 393 1.0
471 415 1.0
471 516 2.0
471 662 1.0
471 887 7.0
471 1029 2.0
471 1050 1.0
471 1098 2.0
472 66 2.0
472 104 3.0
472 202 1.0
473 77 5.0
473 90 6.0
473 100 1.0
473 103 19.0
473 111 22.0
473 196 6.0
473 215 3.0
473 225 6.0
473 227 5.0
473 228 23.0
473 336 3.0
473 337 7.0
473 341 6.0
473 445 2.0
473 457 2.0
473 471 1.0
473 699 3.0
473 719 1.0
473 865 2.0
473 869 1.0
473 907 11.0
473 972 1.0
473 1079 1.0
473 1277 3.0
473 1287 3.0
473 1430 2.0
473 1431 6.0
474 7 1.0
474 55 4.0
474 58 7.0
474 75 2.0
474 90 1.0
474 205 1.0
474 340 2.0
474 704 4.0
474 772 1.0
474 892 1.0
474 1209 2.0
474 1254 4.0
476 125 3.0
476 299 1.0
476 300 2.0
476 316 26.0
476 325 1.0
476 332 2.0
476 337 5.0
476 451 6.0
476 467 19.0
476 748 9.0
476 797 2.0
476 887 4.0
476 951 18.0
476 959 3.0
476 1031 12.0
476 1363 2.0
476 1444 1.0
476 1699 1.0
476 1700 1.0
477 45 4.0
477 241 2.0
478 65 1.0
478 254 14.0
478 868 8.0
479 5 1.0
479 197 3.0
479 205 3.0
479 242 8.0
480 40 1.0
480 44 2.0
480 53 2.0
480 55 3.0
480 62 2.0
480 65 2.0
480 68 1.0
480 77 7.0
480 242 12.0
480 245 2.0
480 354 3.0
480 445 4.0
480 471 1.0
480 583 4.0
480 588 2.0
480 726 6.0
480 817 2.0
480 914 4.0
480 921 2.0
480 959 5.0
480 1406 3.0
480 1731 1.0
481 115 2.0
481 1212 5.0
482 149 1.0
482 228 4.0
482 310 1.0
482 337 1.0
483 7 1.0
483 24 5.0
483 58 1.0
483 75 1.0
483 84 2.0
483 95 2.0
483 103 1.0
483 112 1.0
483 116 1.0
483 196 6.0
483 197 3.0
483 200 1.0
483 228 3.0
483 232 2.0
483 233 25.0
483 237 10.0
483 244 1.0
483 245 1.0
483 246 1.0
483 290 1.0
483 340 2.0
483 352 2.0
483 379 1.0
483 445 2.0
483 471 2.0
483 482 1.0
483 587 1.0
483 599 1.0
483 626 1.0
483 641 1.0
483 653 1.0
483 699 1.0
483 717 1.0
483 760 2.0
483 795 2.0
483 905 8.0
483 962 8.0
483 968 1.0
483 1005 2.0
483 1007 1.0
483 1010 1.0
483 1254 7.0
483 1257 3.0
483 1442 3.0
483 1446 1.0
483 1464 1.0
484 5 2.0
484 9 1.0
484 51 1.0
484 58 1.0
484 197 4.0
484 272 1.0
484 275 1.0
484 293 1.0
484 312 2.0
484 337 1.0
484 338 2.0
484 483 20.0
484 1118 1.0
484 1295 2.0
485 83 1.0
485 123 1.0
485 344 3.0
485 347 4.0
485 456 2.0
485 466 3.0
485 599 1.0
485 967 1.0
486 5 2.0
486 45 8.0
486 71 1.0
486 88 2.0
486 236 8.0
486 246 12.0
486 583 3.0
486 588 1.0
486 1011 2.0
487 337 2.0
487 548 2.0
488 326 1.0
490 65 9.0
490 200 1.0
490 237 2.0
490 591 1.0
490 641 1.0
490 717 3.0
490 909 1.0
490 918 6.0
490 1464 1.0
490 1763 1.0
491 83 2.0
491 134 2.0
491 285 25.0
491 331 9.0
491 447 24.0
492 44 5.0
